15960|2175|0|0|Creamy Avocado Crunch Ml-Lrg
15960|2180|0.99|0.99|C Coke Zero
15960|2182|0|0|Parmesan Peppercorn Chicken
15960|2183|1.00|1.00|S Coke Zero
15960|2184|1.00|1.00|M Coke Zero
15960|2185|1.00|1.00|L Coke Zero
15960|2187|0.69|0.69|Snr Coke Zero
15960|2191|0|0|Parmesan Peppercorn Chicken Meal
15960|2192|0|0|Parmesan Peppercorn Chicken Ml-Lrg
15960|2208|1.00|1.00|Evm Unsweet Tea
15960|2212|4.29|4.29|Stk Egg Ch McGriddle
15960|2213|4.19|4.19|Grilled Chicken Dlx
15960|2214|5.19|5.19|Grilled Ckn Dlx Meal
15960|2215|5.89|5.89|Grl Ckn Dlx Ml-Lrg
15960|2221|4.29|4.29|Ckn Ranch Blt-Grl
15960|2222|5.29|5.29|Ckn RnBlt-Grl Meal
15960|2223|5.99|5.99|Ckn RnBlt-Grl Ml-Lrg
15960|2225|4.29|4.29|Stk Egg Ch McGrdl Ml
15960|2227|0|0|Box of Coffee
15960|2265|1.29|1.29|Apple &Straw&Crm Pie
15960|2280|3.99|3.99|3 Ckn Slcts Ml-Sld
15960|2308|0.30|0.30|Liquid Sugar
15960|2367|2.49|2.49|S Latte
15960|2369|3.49|3.49|L Latte
15960|2371|2.49|2.49|S Mocha
15960|2373|3.49|3.49|L Mocha
15960|2379|0.50|0.50|S Espresso
15960|2385|2.09|2.09|S Prm Hot Chocolate
15960|2402|0.30|0.30|French Vanilla Syrup
15960|2403|0.30|0.30|Caramel Syrup
15960|2404|0.30|0.30|Chocolate Syrup
15960|2405|0|0|Nonfat Milk
15960|2406|0|0|Whole Milk
15960|2407|0|0|Whipped Cream
15960|2410|0.50|0.50|Espresso Shot
15960|2412|2.49|2.49|S Nonfat Latte
15960|2414|3.49|3.49|L Nonfat Latte
15960|2418|2.49|2.49|S Nonfat Mocha
15960|2419|3.49|3.49|L Nonfat Mocha
15960|2428|2.09|2.09|S N-Fat Prm HtChoc
15960|2434|0|0|Creamy Garlic Sauce
15960|2541|0|0|Rolo Topping
15960|2544|0|0|Snk Sports McFlurry
15960|2698|2.99|2.99|M Latte
15960|2721|2.49|2.49|S StrawBan Smoothie
15960|2725|2.99|2.99|M StrawBan Smoothie
15960|2731|2.99|2.99|M Mocha
15960|2770|5.19|5.19|Ckn Dlx-Grl Ml-Sld
15960|2788|2.49|2.49|S MangoPin Smoothie
15960|2790|2.99|2.99|M Mango Pin Smoothie
15960|2791|3.49|3.49|L MangoPin Smoothie
15960|2794|0.50|0.50|Apple Slices
15960|2800|1.00|1.00|2 Apple Slices
15960|2813|0|0|1/2 Crispy Ckn
15960|2834|2.99|2.99|M Nonfat Latte
15960|2837|2.99|2.99|M Nonfat Mocha
15960|2842|2.99|2.99|M Caramel Frappe
15960|2844|3.49|3.49|L Caramel Frappe
15960|2909|1.59|1.59|Cinnamon Melts
15960|3000|3.49|3.49|L StrawBan Smoothie
15960|3030|1.00|1.00|C Sweet Iced Tea
15960|3031|1.00|1.00|S Sweet Iced Tea
15960|3065|5.69|5.69|10 McNuggets Ml-Lrg
15960|3080|4.79|4.79|CYT Burger Ml-Sld
15960|3082|6.79|6.79|Grill Thriller Ml-Sd
15960|3083|5.79|5.79|Hot All Over Ml-Sld
15960|3084|5.79|5.79|SoCal Style Ml-Sld
15960|3092|6.79|6.79|Grill Thriller Ml-Sd
15960|3098|5.79|5.79|Hot All Over Ml-Sld
15960|3110|5.79|5.79|SoCal Style Ml-Sld
15960|3115|0|0|Crm AvocadoCr Ml-Sld
15960|3117|0|0|Prm Pepcn Ckn Ml-Sld
15960|3147|1.99|1.99|Sausage Bisc Ml
15960|3179|0.99|0.99|Chocolate Milk
15960|3183|1.89|1.89|Hamburger Ml-Sml
15960|3185|1.79|1.79|Ranch Snack Wrap-Cpy
15960|3186|0|0|Hnymu Snack Wrap-Cpy
15960|3187|0|0|ChpBQ Snack Wrap-Cpy
15960|3213|0|0|S Orange Shake
15960|3214|0|0|M Orange Shake
15960|3215|0|0|L Orange Shake
15960|3238|2.29|2.29|S SF FrVn Latte
15960|3239|2.89|2.89|M SF FrVn Latte
15960|3240|3.29|3.29|L SF FrVn Latte
15960|3241|2.29|2.29|S NF SF FrVn Latte
15960|3242|2.89|2.89|M NF SF FrVn Latte
15960|3248|3.29|3.29|L NF SF FrVn Latte
15960|3275|1.99|1.99|M Ice SFFrVn Coffee
15960|3276|2.49|2.49|L Ice SFFrVn Coffee
15960|3279|0.30|0.30|SF French Vnila Syrp
15960|3306|0|0|Walnut Packet
15960|3348|2.00|2.00|Steak
15960|3351|2.89|2.89|Daily Double  Ml-Sml
15960|3355|0|0|Snack Rolo McFlurry
15960|3406|0|0|S Peppermint Mocha
15960|3409|0|0|M Peppermint Mocha
15960|3415|0|0|L Peppermint Mocha
15960|3426|4.79|4.79|Dbl Qtr Cheese
15960|3429|0|0|M Sweet Iced Tea
15960|3430|1.00|1.00|L Sweet Iced Tea
15960|3431|2.00|2.00|Grl Chicken Patty
15960|3491|2.99|2.99|M Mocha Frappe
15960|3494|3.49|3.49|L Mocha Frappe
15960|3498|2.49|2.49|S Mocha Frappe
15960|3499|2.49|2.49|S Caramel Frappe
15960|3507|3.09|3.09|M Choc Chip Frappe
15960|3508|3.59|3.59|L Choc Chip Frappe
15960|3509|0.30|0.30|Chocolate Chips
15960|3514|1.00|1.00|Avm-Drk Medium Evm
15960|3515|1.00|1.00|Avm-Drk Large Evm
15960|3516|1.00|1.00|Avm-Drk Breakfst Evm
15960|3517|0.99|0.99|Avm-Drk Hpy Ml
15960|3518|1.00|1.00|Avm-Drk Mighty Kd Ml
15960|3519|1.00|1.00|Avm-Drk Small Evm
15960|3581|1.69|1.69|S Orange Juice Cc
15960|3582|1.99|1.99|M Orange Juice Cc
15960|3590|4.39|4.39|Big Breakfast w/Htck
15960|3642|4.99|4.99|Grl Ckn S West Salad
15960|3644|3.99|3.99|Southwest Salad
15960|3655|3.39|3.39|Sau Egg McMuffin Ml
15960|3699|0|0|Apple Slices
15960|3729|0.99|0.99|C Mello Yello
15960|3730|1.00|1.00|S Mello Yello
15960|3731|1.00|1.00|M Mello Yello
15960|3732|1.00|1.00|L Mello Yello
15960|3772|0|0|SNACK P&C MCFLURRY
15960|3773|0|0|PRLN&CRM MCFLURRY
15960|3779|2.19|2.19|S Shamrock Shake
15960|3780|2.59|2.59|M Shamrock Shake
15960|3783|2.99|2.99|L Shamrock Shake
15960|3790|0|0|S Pumpkin Shake
15960|3794|0|0|L Pumpkin Shake
15960|3810|2.49|2.49|S Blue Pom Smoothie
15960|3811|2.99|2.99|M Blue Pom Smoothie
15960|3815|3.49|3.49|L Blue Pom Smoothie
15960|3816|1.00|1.00|Grilled Onion Cheddr
15960|3822|2.19|2.19|S EggNog Shake
15960|3827|2.59|2.59|M EggNog Shake
15960|3828|2.99|2.99|L EggNog Shake
15960|3830|2.39|2.39|M&M McFlurry
15960|3832|2.39|2.39|Oreo McFlurry
15960|3841|4.39|4.39|Prm Ckn Ranch Wp-Cpy
15960|3842|5.39|5.39|Prm Rch Wp Cp Meal
15960|3854|6.09|6.09|Prm Rch Wp Cp Ml-Lrg
15960|3875|0.89|0.89|Cherry Pie
15960|3876|4.39|4.39|Prm Ckn Ranch Wp-Grl
15960|3884|0.50|0.50|Mushrooms
15960|3885|0|0|Onions
15960|3891|5.39|5.39|Prm Rch Wp Gr Meal
15960|3892|6.09|6.09|Prm Rch Wp Gr Ml-Lrg
15960|3893|4.19|4.19|Prm SChili Wrap-Cpy
15960|3894|5.19|5.19|Prm SChil Wp Cp Meal
15960|3895|5.89|5.89|Prm SCh Wp Cp Ml-Lrg
15960|3896|4.19|4.19|Prm SChili Wrap-Grl
15960|3897|5.19|5.19|Prm SChil Wp Gr Meal
15960|3899|5.89|5.89|Prm SCh Wp Gr Ml-Lrg
15960|3900|4.39|4.39|Prm Ckn Bcn Wrap-Cpy
15960|3901|5.39|5.39|Prm CkBcn Wp Cp Meal
15960|3902|6.09|6.09|Prm CkB Wp Cp Ml-Lrg
15960|3903|4.39|4.39|Prm Ckn Bcn Wrap-Grl
15960|3904|5.39|5.39|Prm CkBcn Wp Gr Meal
15960|3905|6.09|6.09|Prm CkB Wp Gr Ml-Lrg
15960|3908|0.40|0.40|Tomato
15960|3909|0|0|Shredded Lettuce
15960|3913|0|0|S Lemonade
15960|3933|4.99|4.99|Dbl Filet-O-Fish
15960|3935|0|0|Truck Toy
15960|3936|0|0|Doll Toy
15960|3944|0|0|2 Holiday Pies
15960|3958|3.19|3.19|Egg White Delight
15960|3966|3.39|3.39|Egg White Delight Ml
15960|4003|1.20|1.20|Filet-O-Fish Patty
15960|4024|0.50|0.50|McGriddle
15960|4045|3.69|3.69|Hotcakes & Steak
15960|4049|3.89|3.89|Big Breakfast/Steak
15960|4055|2.49|2.49|S Pumpkin Latte
15960|4062|0|0|S Dulc Leche Shake
15960|4070|0|0|M Dulc Leche Shake
15960|4071|0|0|L Dulc Leche Shake
15960|4076|1.00|1.00|Quarter Meat
15960|4082|3.09|3.09|L Prm Hot Chocolate
15960|4084|3.09|3.09|L N-Fat Prm HtChoc
15960|4122|0|0|S Egg Nog Shake
15960|4133|0|0|M Egg Nog Shake
15960|4136|0|0|L Egg Nog Shake
15960|4148|1.00|1.00|Fruit N Ygrt Parfait
